Frequency	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''
Hz																		
		0.49 V		0.69 V		0.89 V		1.09 V		1.29 V		1.49 V		1.69 V		1.89 V		2.09 V
1.25892541179417	1.20642643472907E-4	5.72858467644109E-5	3.78623718459719E-4	8.78855462420482E-5	0.00162657411914133	-2.10277140188763E-4	0.00345530591323029	-6.52112255535578E-4	0.00424696831005423	-6.74378610993811E-4	0.00459727496220584	-7.36520349176587E-4	0.00471862952290229	-8.83533697438748E-4	0.00401196995513834	-8.78988188906269E-4	0.00241075977883421	-6.8021657047636E-4
1	1.18386383623026E-4	5.84814012693529E-5	3.56468458236941E-4	1.03340017265754E-4	0.00162948057318466	-1.87065615821625E-4	0.00353920561477263	-5.87691363413145E-4	0.00430837604952885	-5.96076082784006E-4	0.00466733250572438	-6.3595723658943E-4	0.00480829974472628	-7.67348519042219E-4	0.00410770611455545	-7.57491336571706E-4	0.00275750578487776	-7.1362116827819E-4
0.794328234724281	9.35270445498758E-5	6.8312028953527E-5	3.25565213115436E-4	1.10779180780596E-4	0.00165516008293658	-1.66694337200778E-4	0.00361080618938265	-5.19245282921951E-4	0.00437341053655797	-5.25113647892208E-4	0.00472618913674912	-5.50314052565124E-4	0.00488973653544938	-6.68011676161121E-4	0.00419250694015252	-6.64182980310492E-4	0.00285672560001197	-4.81666073857513E-4
0.630957344480193	8.72563452634184E-5	4.52849278533603E-5	3.05824592545524E-4	1.15716199713868E-4	0.0016638746359739	-1.26075563968654E-4	0.00365850213343383	-4.74974371078061E-4	0.00442578513286613	-4.54838831069573E-4	0.0047780006827849	-4.79860202072001E-4	0.00495086943018653	-5.7743690929832E-4	0.00428036135086135	-5.8087929520825E-4	0.00268197762512288	-7.16351076020467E-4
0.501187233627272	6.39699722769535E-5	3.96156386483074E-5	2.80924595199857E-4	1.13139184404613E-4	0.00169453148837137	-1.08723393100232E-4	0.00371056492384159	-4.11902759654165E-4	0.00447495986840863	-4.0437494430007E-4	0.00481797859958687	-4.19777994195758E-4	0.00500369508865793	-5.05426237878038E-4	0.00433113518669709	-5.09076720527825E-4	0.00269659776720806	-3.59742151656402E-4
0.398107170553497	5.73951946376944E-5	3.34898593807754E-5	2.58619289492297E-4	1.10166902080917E-4	0.00170337643919978	-8.48257381072224E-5	0.00375354754491692	-3.7304790605889E-4	0.00451754817617666	-3.56872835304682E-4	0.00485699485981668	-3.71261856928345E-4	0.00504783030989	-4.41380244354209E-4	0.00438327912124198	-4.43878399324566E-4	0.00265907479983095	-4.67352203113971E-4
0.316227766016838	7.25541864869221E-5	5.18617144137633E-5	2.37834315740219E-4	1.0830114236725E-4	0.00168795728397374	-7.47424866468173E-5	0.00380749155497171	-3.44994356921828E-4	0.00454445997388823	-3.14582491478773E-4	0.0048915150671756	-3.2606663033888E-4	0.00508980350190682	-3.90115478286452E-4	0.00443404179486013	-3.6636051479536E-4	0.0031266565612004	-7.62659210720813E-4
0.251188643150958	1.41214955129532E-5	--	2.16350007009938E-4	9.31990872898913E-5	0.00172755666887485	-9.16293092623407E-5	0.00385492202484529	-2.7802984163523E-4	0.00459071616073471	-2.89657904156878E-4	0.004919918517958	-2.90982257206664E-4	0.00512040101248901	-3.50285849502083E-4	0.00443038924467652	-3.10522028650604E-4	0.00328596875249025	3.13662935895292E-6
0.199526231496888	6.3392315296353E-5	3.33825880620173E-5	2.06626783952592E-4	9.22049441357523E-5	0.0017041899527123	-3.64746619125538E-5	0.00386933213019508	-2.71919466280744E-4	0.00461107487837151	-2.41810188018641E-4	0.00495542563051336	-2.60096383531217E-4	0.00515287371741108	-3.10583015519277E-4	0.00450830856364447	-2.69461100926051E-4	0.00302615195012173	-7.43672087235788E-4
0.158489319246111	-2.99463178415334E-6	--	1.94385516678379E-4	7.6462588676144E-5	0.00175925783537	-5.08244795978624E-5	0.00389381395291619	-2.04545595256379E-4	0.00465929529370411	-2.18937081980525E-4	0.00497817328935506	-2.36914801926668E-4	0.00518715263425385	-2.87409371179131E-4	0.00448688539083819	-2.45211526382859E-4	0.00293481123173223	2.27285678613878E-4
0.125892541179417	1.31323965676007E-5	--	1.79245935889348E-4	7.16647409595413E-5	0.00171506446686884	-6.57731782043315E-5	0.00394953231675157	-1.80457963337123E-4	0.00466851375092465	-2.02273784235809E-4	0.00500193128719917	-2.09102557951662E-4	0.00521172720003306	-2.63263173260798E-4	0.00451432574561739	-1.57945169895828E-4	0.00376465385178788	-3.0342916308203E-5
0.1	6.04956011983503E-5	4.15745695270098E-5	1.75021590429897E-4	6.85088963721439E-5	0.00169305748839494	-6.31539370796568E-6	0.00395336828206399	-1.89497050197334E-4	0.00468206191885342	-1.59217278186084E-4	0.00503248214395668	-1.86650527998934E-4	0.00524073251401919	-2.41900301237454E-4	0.00458964815086615	-1.37657460756621E-4	0.00341406406152026	-7.38145277868328E-4
